0,2063670404,Sun Jun 07 03:36:35 PDT 2009,NO_QUERY,ArchuVega,I'm leaving in a while... 
0,1994590113,Mon Jun 01 12:09:18 PDT 2009,NO_QUERY,sarahbatch,Oh  I've lost my ipod. What a dickhead I am.
4,2054208245,Sat Jun 06 06:49:41 PDT 2009,NO_QUERY,MTVnHollyWEST23,Whaddup Whaddup Whaddup Whaddup Whaddup  I Got white girl swag from MY HEAD TO MY shOES Whaddup @yungla 
4,1957149428,Thu May 28 23:39:26 PDT 2009,NO_QUERY,phunt,@tom_e_white http://my.safaribooksonline.com/9780596521974 -- congrats on getting out the Hadoop book (esp the ZooKeeper chapter  )
4,2191233426,Tue Jun 16 04:49:51 PDT 2009,NO_QUERY,Kate_BridgeMin,Working on photos from Hillsong's 1 year celebration!!! stay tuned   www.hillsong.co.za
0,1676986590,Fri May 01 23:59:27 PDT 2009,NO_QUERY,Libra_Style,@PrincessSuperC I heard that supernatural and click flash didn't make the cut on the final product.....why Ciara why? 
0,2230296682,Thu Jun 18 16:54:58 PDT 2009,NO_QUERY,shaestar,Willow seems almost better! Harper sounds worse  off to the Drs...
4,2058367401,Sat Jun 06 14:47:55 PDT 2009,NO_QUERY,meglizmiller,MY FAVORITE WORD IS NO! 
0,1963325135,Fri May 29 12:33:09 PDT 2009,NO_QUERY,samkrishna,@ELEWW Dood - they've locked down your Vimeo WH video. 
0,2001978561,Tue Jun 02 02:44:00 PDT 2009,NO_QUERY,kriscorrea,is having information overload... getting dizzy  http://plurk.com/p/xugag
4,1557819120,Sun Apr 19 06:08:39 PDT 2009,NO_QUERY,mathiepe,@schel You're absolutely right! 
4,1833745417,Mon May 18 00:18:37 PDT 2009,NO_QUERY,candidcomments,"@ellieowen1 Honestly, it depends on the woman.. I love dresses that tend to dip low in the back "
0,1880148117,Fri May 22 00:15:09 PDT 2009,NO_QUERY,risha_,I feel as though I'm letting down the feminist side by being so focused on ATP and not nearly as much on WTA. =/ Sorry. 
0,2181196530,Mon Jun 15 11:29:59 PDT 2009,NO_QUERY,cjdcow,im trying to keep awake!!!!!!!!!!!!!!! its painful 
0,1999946178,Mon Jun 01 21:06:51 PDT 2009,NO_QUERY,karly_phillips,feeling ill ill ill.  goodnight.
0,2216164070,Wed Jun 17 19:07:18 PDT 2009,NO_QUERY,VTPG,@cabel the best part about that is when you do use an IE8 useragent it says to disable compatibility mode in the hints 
0,2183762502,Mon Jun 15 14:57:09 PDT 2009,NO_QUERY,SunSunSunny,@EwitaK where is the love yall seeing movies without me 
0,1975439904,Sat May 30 15:09:40 PDT 2009,NO_QUERY,starskiba,@nidialmann @2_Centz wish i was there 
4,2068556860,Sun Jun 07 14:17:13 PDT 2009,NO_QUERY,RealDsmiff,watching tv. &quot;2 fast 2 furious&quot; dang I remember when I loved this damn movie 
0,2323432231,Thu Jun 25 00:37:49 PDT 2009,NO_QUERY,ajpeacock,Doh! Planned to do some work in the cafe before a meeting. eduroam is not working. Spent the last ten minutes setting up roamnet. 
4,2188435142,Mon Jun 15 21:53:41 PDT 2009,NO_QUERY,EmelyCuellar,Hahaha blakk is reckkkin it. :p throwwwwwed. 
4,1979953100,Sun May 31 05:09:06 PDT 2009,NO_QUERY,kristin_alise,"Roaming the floor today  I will need some company on here, it's not busy!"
4,2064079002,Sun Jun 07 05:09:02 PDT 2009,NO_QUERY,agirlcalledm,@SuzySpaatz ~ hi! sounds like you're feeling a bit better...that's great! you have a great day! 
4,1753196202,Sun May 10 00:31:36 PDT 2009,NO_QUERY,juiicysam,Here  dude we got here n a table readyyy fo us 
4,1988795165,Sun May 31 23:23:49 PDT 2009,NO_QUERY,FlonesFan,@LittleFletcher Hi Carrie  How are you this morning? Xxx
4,2012896491,Tue Jun 02 21:30:06 PDT 2009,NO_QUERY,YwalkWhenUcnFLY,"@StarJonesEsq On a good note, we DID meet at Marty Richards RED BALL a few years ago, you were so sweet to me I'll never forget it "
0,2222469717,Thu Jun 18 07:01:33 PDT 2009,NO_QUERY,xxkroseexx,@OhSnapItsNicole why does it always rain when your not heree 
4,1770583681,Mon May 11 21:43:17 PDT 2009,NO_QUERY,lalayu,HAHAHAHAHAHHAHAHA. I dont think we need to jump anyone. She's hot  #hewouldbeluckytobebuttercupdsboyfriend
0,1880739158,Fri May 22 02:19:40 PDT 2009,NO_QUERY,Apocalyptica,"@DracoRigel Good Morning to you. No sun here today I am afraid, its rainng  But got my coffee ;)"
4,1827493752,Sun May 17 10:49:45 PDT 2009,NO_QUERY,addieking,"@spiv1 no prob, anytime you need some drinking support/encouragement, I&quot;m here  It's my specialty "
0,2226909180,Thu Jun 18 12:32:19 PDT 2009,NO_QUERY,elizmjohnson,@crystalchappell ok I will go back to painting my house 
4,2050490807,Fri Jun 05 18:45:48 PDT 2009,NO_QUERY,tanyanoel,@BayAreaCheap there r a few of us local yocals around  happy to find u on twitter 2day
4,2061151950,Sat Jun 06 20:16:58 PDT 2009,NO_QUERY,Doctor_Rob,"just back from SuperCheap - a most successful trip. The bikes are tanked &amp; checked for the week, so all ready to start relaxing "
0,1792998810,Thu May 14 00:59:46 PDT 2009,NO_QUERY,BdotMillz,@mscrissy nope..I know 
4,2190444209,Tue Jun 16 02:44:54 PDT 2009,NO_QUERY,pechapanda,@sephrenia1982 good work 
4,1966468182,Fri May 29 17:49:21 PDT 2009,NO_QUERY,mnrmg,@madonnamike I thought you'd be pissed at me because you love CL. I totally respect her and that's why I made the reference 
0,2302410901,Tue Jun 23 16:46:12 PDT 2009,NO_QUERY,M4keAScenex3,OKLAHOMA!!! for a couple hours. i'm seriously missing civilization 
4,1965260487,Fri May 29 15:36:25 PDT 2009,NO_QUERY,Waqqar,@marioSOTM I ended up helping out Radio 1 newsbeat out there. It was a massively fun evening I spent with them. Champions of England! 
4,1834643188,Mon May 18 03:42:26 PDT 2009,NO_QUERY,patholio,@pmdhazy While your at it can you make me a thingamy? Looks a bit like |___/\ but bigger and it offer a hole in it  #engineeringdrawing
0,1982797790,Sun May 31 11:55:25 PDT 2009,NO_QUERY,GipsyMoonStar,FINALLY IM BACKKKKKKK!!!!!!!!!!! =D and with bad news  R.I.P. Don To~o...
4,1754424920,Sun May 10 06:13:32 PDT 2009,NO_QUERY,oreadeyinka,Happy Mother's Day to the wondeful Mum's in America  God Bless You All.
0,2204709383,Wed Jun 17 02:55:56 PDT 2009,NO_QUERY,anikkss,says i so miss justice  Broom box kada. 
4,2066643833,Sun Jun 07 10:54:27 PDT 2009,NO_QUERY,Poppins__09,@Primevalfans aw cool  and the woman who plays Morgana in Merlin is in it too
4,2189212995,Mon Jun 15 23:30:17 PDT 2009,NO_QUERY,RockIt_Man,@TheUncoolest 
4,2061920911,Sat Jun 06 21:55:04 PDT 2009,NO_QUERY,jodicobb,Night in with the rock star...  
4,1971411001,Sat May 30 07:02:50 PDT 2009,NO_QUERY,stavsxx,@BATYASMUSIC Don't really have a reason.. haha sounds stupid. I'll be 14 
4,1751678471,Sat May 09 20:00:55 PDT 2009,NO_QUERY,StEvEnFiErCeNeS,ugh i wish this school year would go faster so i can move on in life 
0,2298320540,Tue Jun 23 11:31:50 PDT 2009,NO_QUERY,NakedWithSocks,@IrieDiva can only make what the company has available 
0,1978973182,Sun May 31 01:08:05 PDT 2009,NO_QUERY,TessaG,"@rhysatwork @dsko @beet09 @ausi1 Hope you guys are all going well with your #NET12 assignments...I'm trying to cut 34,354 down to 3,435 "
4,2053167034,Sat Jun 06 03:32:13 PDT 2009,NO_QUERY,playleimagery,Off to Whipsnade  Hope it's dry
0,2202403687,Tue Jun 16 21:44:18 PDT 2009,NO_QUERY,madisonK18,i was at the park today and i was racing my cousins and i slipped and cut my arm 
0,2070395655,Sun Jun 07 17:37:10 PDT 2009,NO_QUERY,x_FOB_HM_x,Keen for hey monday to make a mess in new zealand.. if only!  i &lt;3 jesus. Straight up christian
0,2013952222,Wed Jun 03 00:02:15 PDT 2009,NO_QUERY,cymberrain,"@therainbowgirl Ah, poor you  I hate when that happens!"
4,2015570824,Wed Jun 03 05:00:24 PDT 2009,NO_QUERY,AnotherJulia,"@disil429 Fine. Kinders coughing again, so not a lot of sleep. Weather's good, though, that's the main thing "
4,1827869882,Sun May 17 11:37:05 PDT 2009,NO_QUERY,socialectnepal,@openak it's just you and me bro 
4,1755641063,Sun May 10 09:39:21 PDT 2009,NO_QUERY,charlesnw,Setting up the wireless access layer of my network today. Mesh lab coming online.  can't wait to run loads through it and gather data.
0,2049895578,Fri Jun 05 17:41:35 PDT 2009,NO_QUERY,CHEFTAFOYA,Its official my boss and savior is leaving arco arena for future endevors.  This really sucks 
4,2071479153,Sun Jun 07 19:27:50 PDT 2009,NO_QUERY,lattojoyy,"@mithss mourniiiiiiing eh, morniiing!!! "
4,1573581684,Tue Apr 21 01:51:27 PDT 2009,NO_QUERY,cutiepiechandni,in business lesson ...listen 2 music 
4,1823943222,Sat May 16 23:30:02 PDT 2009,NO_QUERY,smilinwolf,Enjoying the last rays of the weekend sun 
0,2061947998,Sat Jun 06 21:58:51 PDT 2009,NO_QUERY,Chesacox,@_KrishaMarie they have a TapEx on campus.  Safe to say they make lots of money.
4,1957701441,Fri May 29 01:19:53 PDT 2009,NO_QUERY,HazeyBaby,"ok ok .. i'm completely stuffed  full of AVOCADO   i thnk if i was on Survivor, i'd be fine if there was just one avo tree "
0,1467871552,Mon Apr 06 22:35:40 PDT 2009,NO_QUERY,nataleyritter,@imaginarypeach now your leaving me  .... -gets sad-
4,2193528694,Tue Jun 16 08:34:51 PDT 2009,NO_QUERY,WAmarriage,Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent! 
4,1965430693,Fri May 29 15:54:32 PDT 2009,NO_QUERY,Kickboxergirl,"@tamiami1976 Don't ask me, I still have no idea how to work twitter. "
0,2174824073,Sun Jun 14 23:24:06 PDT 2009,NO_QUERY,lolabaxter,@BaileyyScott I miss you fool 
0,1836510806,Mon May 18 08:07:37 PDT 2009,NO_QUERY,hayliehughes,Really craving some chocolate ....i think i should continue my diet 
0,2217173382,Wed Jun 17 20:29:43 PDT 2009,NO_QUERY,brunoleandrooo,OMG. I have a pimple coming in on my forehead. I guess its true...no body's perfect 
4,1983119224,Sun May 31 12:32:27 PDT 2009,NO_QUERY,ellen_sparky,luvly day in the sunshine  onli 4 days now :0 OASIS
0,1971801762,Sat May 30 07:55:50 PDT 2009,NO_QUERY,whitneylynn21,"last day at the sioux falls salon, i will miss my younkers family..  #fb"
4,1967511412,Fri May 29 19:42:58 PDT 2009,NO_QUERY,snickers1015,@ItsNeet 100%.. its like getting an A for all your classes.. 
4,1835989730,Mon May 18 07:09:25 PDT 2009,NO_QUERY,AlexneedsJK,"@alinemcintyre You should work on the next cruise, amiga! "
4,2058163883,Sat Jun 06 14:23:34 PDT 2009,NO_QUERY,TRaBeezy,@4prina can u check mine out and tell me wat u think  www.myspace.com/trabeezy
4,1990422918,Mon Jun 01 04:49:53 PDT 2009,NO_QUERY,monadetail,i have find my someone 
4,2068535310,Sun Jun 07 14:14:58 PDT 2009,NO_QUERY,FugaziPatrol,@marqueshouston We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us 
4,2001445043,Tue Jun 02 00:54:35 PDT 2009,NO_QUERY,isaytunnaa,it is ginormous... Haha well i  feel wierd talking about myy ziiiit  ta ta  good nightt
4,2070601343,Sun Jun 07 17:59:14 PDT 2009,NO_QUERY,Mel_Preston,I'm obsessed with twitting  haha
4,1694882049,Mon May 04 04:28:35 PDT 2009,NO_QUERY,krabbypattyy,is on the phone 
0,2232041058,Thu Jun 18 19:22:16 PDT 2009,NO_QUERY,CdnGal_ps,@SoulAdored65  so horrible.... the poor mom...
0,2068816210,Sun Jun 07 14:45:04 PDT 2009,NO_QUERY,wolever,@malcolmbastien I do... But then what after that? A desolate wasteland of nothing! I'll be like Mel when he was left naked in the desert 
0,2051178203,Fri Jun 05 20:58:44 PDT 2009,NO_QUERY,janlascko,The garden looks beautiful! Too bad you can't see it!  
4,2000986359,Mon Jun 01 23:30:45 PDT 2009,NO_QUERY,LogomotiveMike,"@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game. "
0,1957625871,Fri May 29 01:05:17 PDT 2009,NO_QUERY,janewongaaa,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me "
4,2001655814,Tue Jun 02 01:37:00 PDT 2009,NO_QUERY,Karen_theArtist,"@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs"
4,2065299856,Sun Jun 07 08:18:37 PDT 2009,NO_QUERY,ohheymandy,Starbucks! The best way to start the morning 
4,1835117188,Mon May 18 05:11:05 PDT 2009,NO_QUERY,johnvrg,"How I Met Your Mother - The Leap, Tomorrow 2.am. "
0,1557912148,Sun Apr 19 06:32:34 PDT 2009,NO_QUERY,CarlosOntiveros,is already up and tired 
0,2229786757,Thu Jun 18 16:12:19 PDT 2009,NO_QUERY,PalaceJackson,@charlottespeech I never got a bell 
0,1965929749,Fri May 29 16:48:20 PDT 2009,NO_QUERY,chasethenights,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad 
0,2058242201,Sat Jun 06 14:32:59 PDT 2009,NO_QUERY,Jsizzle7,Josh just owned me and justin in skate. Time to study 
0,2061712428,Sat Jun 06 21:27:01 PDT 2009,NO_QUERY,thatsjustmee,@TamboManJoe do you know how important is for me what you said? you make me cry  hahah
4,1687278262,Sun May 03 08:15:50 PDT 2009,NO_QUERY,aintnuthinneo,@vanitaapplebum I am so tired of dreaming I am ready to see some reality..  
0,2049700865,Fri Jun 05 17:20:38 PDT 2009,NO_QUERY,slimmchic,Looks like I might be staying in tonight 
0,1833398427,Sun May 17 23:09:47 PDT 2009,NO_QUERY,Conceet,"@jbfan10101 I know, right!? I wanted to have an account there so I could get that song, but mom wouldn't let me.. It sucks "
0,1558501286,Sun Apr 19 08:34:09 PDT 2009,NO_QUERY,catt_in_the_hat,homework all day  ugh
0,2214200534,Wed Jun 17 16:24:31 PDT 2009,NO_QUERY,brinnyki,Doh! My dad jumped into the ocean with his camera in his pocket! 
0,2185161919,Mon Jun 15 16:58:43 PDT 2009,NO_QUERY,valerieracette,so so so so BORED! 
4,2066884311,Sun Jun 07 11:21:00 PDT 2009,NO_QUERY,_silent_,"@aBetterPlace DUDE!  I got to meet you! Future East Coast meetup, you are hysterical!"
0,2072444793,Sun Jun 07 21:02:17 PDT 2009,NO_QUERY,AeroBernie,@singlegirlie I feel your pain. Disneyland today on 3hrs of sleep 
0,2261275016,Sat Jun 20 20:32:08 PDT 2009,NO_QUERY,PharmLadii,@FromFL Fine food &amp; friends this evening huh? @BlueCrewDNeLLy will be missed! 
0,2060438601,Sat Jun 06 18:54:28 PDT 2009,NO_QUERY,uptown15th,Damn......its raining 
4,1962352829,Fri May 29 10:54:57 PDT 2009,NO_QUERY,tranced1,i have a bb pearl here. the keyboard wont let me type a phone number. what should i do? im a SE boy 
0,2226461575,Thu Jun 18 11:59:03 PDT 2009,NO_QUERY,JHVanOphem,@kiwinerd Ugh! So sorry. 
4,1970812135,Sat May 30 05:17:50 PDT 2009,NO_QUERY,lostluna,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net "
4,2070543639,Sun Jun 07 17:53:02 PDT 2009,NO_QUERY,carmenmg5,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow 
0,2183138395,Mon Jun 15 14:05:49 PDT 2009,NO_QUERY,lachance680,Why couldn't it have been Rodrigo  #BB10
0,2184448589,Mon Jun 15 15:55:38 PDT 2009,NO_QUERY,KatGirl44,@JaneHungOz Hey there!  You are here for the fun... until Twitter goes down for maint 
4,2013341939,Tue Jun 02 22:26:54 PDT 2009,NO_QUERY,_mb79_,Has just joined Twitter.. It better be good! 
0,2066334009,Sun Jun 07 10:19:22 PDT 2009,NO_QUERY,evadar,too much music and nothing to put it on 
0,2196442494,Tue Jun 16 12:28:44 PDT 2009,NO_QUERY,DatingGirl,@singlegirlie I'm not sure if Mr Saturday is playing games or not. He had to back out of our dates this week because he's sick 
0,2188737535,Mon Jun 15 22:27:50 PDT 2009,NO_QUERY,perezhilton,@ItsJustMe_ He never mentioned amaeballs!  The moment has passed. Sad.
4,2065977302,Sun Jun 07 09:39:23 PDT 2009,NO_QUERY,curlydena,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making "
4,1793637151,Thu May 14 03:27:13 PDT 2009,NO_QUERY,shamim86,@nsarryeh your rockinggg twitter..im sooo proud of u 
0,1833427456,Sun May 17 23:15:07 PDT 2009,NO_QUERY,bwa_jvalentino,Feel bad for my woman. 
4,1978197914,Sat May 30 22:41:22 PDT 2009,NO_QUERY,brenden,@mattchew03 LOL yes but Lerff facts predate that!! 
4,2015638557,Wed Jun 03 05:10:09 PDT 2009,NO_QUERY,NTyrer,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late
0,2265795987,Sun Jun 21 07:19:34 PDT 2009,NO_QUERY,EllenLV,"Happy Summer Solstice- in the Northern Hemisphere summers solstice began on June 21, 2009 at 1:45 A.M. EDT  Now the days get shorter "
0,2016886524,Wed Jun 03 07:31:09 PDT 2009,NO_QUERY,hollyheartsnick,@TheRealLFO july 10th!!  i bet i have 2 work! come 2 charlotte! i'm sure my manager wouldn't mind if U sang to me in the fittingroom LOL!
0,2000557649,Mon Jun 01 22:23:19 PDT 2009,NO_QUERY,gubbs,idk how to help anymore. maybe youll just have to learn the hard way?... whatever im going 2 bed. drivers ed is gonna be hell tomorrow 
4,1979173791,Sun May 31 01:56:11 PDT 2009,NO_QUERY,GirlsAloudMusic,"No your today though, so thegirls are free to relaxin the scottish sun "
0,2016399171,Wed Jun 03 06:42:35 PDT 2009,NO_QUERY,tiffanyellen,"At work, drinking coffee, kinda listening to local news...hungry as usual "
4,1563492072,Sun Apr 19 23:02:37 PDT 2009,NO_QUERY,marie_claire_au,@minxdeluxe thanks! let us know if you need any info from us 
0,1695535514,Mon May 04 06:22:26 PDT 2009,NO_QUERY,leashy159,thinking there are some changes i should make to my papers... but i've already printed them 
0,2001149514,Mon Jun 01 23:59:30 PDT 2009,NO_QUERY,sunshine2319,On my way to university again. Miss my learning group this morning. 
0,2200859310,Tue Jun 16 19:28:24 PDT 2009,NO_QUERY,rochtrev,@254mochacharlie losing 10 lbs by 7/15 will be easy? Tell me ur secret!! I've been trying for 5 lbs for months but not getting anywhere. 
4,1978971902,Sun May 31 01:07:47 PDT 2009,NO_QUERY,NAOMIAULT,"is new to twitter. offerings of HELP, are warmly welcomed  hahaha."
0,2065655314,Sun Jun 07 09:02:03 PDT 2009,NO_QUERY,jazzga04,at church...not feeling very well at all 
0,2032533311,Thu Jun 04 11:23:46 PDT 2009,NO_QUERY,SidewaysWines,No props for the Wine Merch?  
0,2259778518,Sat Jun 20 18:08:52 PDT 2009,NO_QUERY,Sugarbee69,Heidi has officially destroyed my frogbur  Hopefully I can fix it!
4,1685261417,Sat May 02 23:39:51 PDT 2009,NO_QUERY,melissarrrgh,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent xD
4,2184274480,Mon Jun 15 15:40:18 PDT 2009,NO_QUERY,tweeteradder13,@sbhoools Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
4,1686166975,Sun May 03 04:06:52 PDT 2009,NO_QUERY,Deborah_Deborah,@The_OC I was looking for your Breakfast Show page and failed miserably! Where is it?! 
4,1997368536,Mon Jun 01 16:43:42 PDT 2009,NO_QUERY,dogzero,"@davidwalters Shwmae David, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account. "
0,2057377307,Sat Jun 06 12:53:31 PDT 2009,NO_QUERY,zhintia_alexa,I can't play voleyball today!!  I have to go to the doctor
4,1881317828,Fri May 22 04:18:17 PDT 2009,NO_QUERY,trrs,@No1Carrington the same reason why i always look forward to reading your editorial in the www.fandwb.com  Love from everyone @trrs
4,1964523819,Fri May 29 14:22:21 PDT 2009,NO_QUERY,Kristin1089,Leaving Florida. So excited 
4,2030755309,Thu Jun 04 08:50:08 PDT 2009,NO_QUERY,Ocalawriter,Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today 
0,2245483446,Fri Jun 19 16:11:48 PDT 2009,NO_QUERY,ahmetalpbalkan,It seems a new FriendFeed User Interface (UI) is coming soon. The current one was too young.  #friendfeed
0,1554004402,Sat Apr 18 15:48:22 PDT 2009,NO_QUERY,christomurr,Driving my niece back to Boston on Easter Sunday: Priceless. Blowing through the FastLane without a pass: $50 
0,2062190374,Sat Jun 06 22:33:40 PDT 2009,NO_QUERY,lauramve,I hate the rainnnn...it makes my allergy three times worse! 
0,1974852281,Sat May 30 13:57:17 PDT 2009,NO_QUERY,KatyBasey,@laubow_ to be fair I think part of her is happy she didnt win. She looked under so much pressure 
0,2249964844,Fri Jun 19 23:23:40 PDT 2009,NO_QUERY,LaoDz,"Hmm, my sons are on the couch playing NDS...for hours "
0,1685359404,Sun May 03 00:03:14 PDT 2009,NO_QUERY,kelseyhutton,is not looking forward to work or school 
4,2187816677,Mon Jun 15 20:51:04 PDT 2009,NO_QUERY,mizzoo76,@DENISE_RICHARDS love your hair  dont ever cut ur locks 
4,1993685681,Mon Jun 01 10:46:19 PDT 2009,NO_QUERY,TexasPixie,@atxbrowncoats Can't wait!!!  We're super excited. 
4,1992312941,Mon Jun 01 08:32:57 PDT 2009,NO_QUERY,R_Boogie,@Dee_Dee_3 high low 
4,2182529698,Mon Jun 15 13:17:33 PDT 2009,NO_QUERY,Chocolatedonout,"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx"
0,1881736665,Fri May 22 05:26:17 PDT 2009,NO_QUERY,HelDC,"morning world. I feel pretty good. I slept for 9 hours til 10:30pm, then another 5 or so til now. Boyf woke up with an upset tummy tho. "
0,1961760434,Fri May 29 10:00:13 PDT 2009,NO_QUERY,Rainbowheart18,"David Mitchell's presenting 'Have I Got News For You' tonight &lt;3 I love him! I think he's ace &lt;3 On another note, damn this headache "
4,2070618502,Sun Jun 07 18:00:54 PDT 2009,NO_QUERY,lostfoundpets,On schedule now to soft launch tomorrow evening - already have first customer - lost cat 
4,2002583293,Tue Jun 02 04:37:35 PDT 2009,NO_QUERY,QuelynnInc,&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot; 
4,2065072801,Sun Jun 07 07:50:01 PDT 2009,NO_QUERY,Emoly_,@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old 
0,2254208068,Sat Jun 20 09:23:41 PDT 2009,NO_QUERY,miss_charmed,"@DavidArchie aww, have fun! wish i could go "
4,2060960475,Sat Jun 06 19:54:45 PDT 2009,NO_QUERY,NAYKIDD,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em? 
0,2252849256,Sat Jun 20 07:06:53 PDT 2009,NO_QUERY,Davecroc,god me chest feels bad today feel like if a little elphant has sat on it can no breath prople 
0,2222244511,Thu Jun 18 06:42:28 PDT 2009,NO_QUERY,liasynthis,"Torn, I really want to get http://tinyurl.com/kmjg9k for Hazel, this is a great deal, but shipping costs just as much as the hat "
0,2002064750,Tue Jun 02 03:01:29 PDT 2009,NO_QUERY,foilplay,@lovemetoyou Ouch   It will heal up OK - I did that a couple of months ago with my thumb. I know it hurts though 
0,1973313676,Sat May 30 10:54:32 PDT 2009,NO_QUERY,Keribishop,@kerenshandrow was listening to wake durring my surgery. the phone fell on the way to recovery lost my place when the  batery popped out 
4,1793375964,Thu May 14 02:27:17 PDT 2009,NO_QUERY,Ashleigh_Ryan,awh poor brent! for an old guy he was pretty cute 
4,1967624944,Fri May 29 19:55:25 PDT 2009,NO_QUERY,AllanJYu,@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!
0,2063740418,Sun Jun 07 03:53:28 PDT 2009,NO_QUERY,sampsa,@londonveggarden I wish I was living in your latitudes. My tomatoes are still inside  But radishes are doing well at the allotment
0,2206035418,Wed Jun 17 05:53:38 PDT 2009,NO_QUERY,soberirishguy,@Harsayis I'm so jealous! i'd love some all you can eat chinese! 
0,2286183282,Mon Jun 22 16:06:17 PDT 2009,NO_QUERY,Tarentella,just got a call...my Prius is delayed another week or so.    EVERYONE wants the solar moon roof.  6 others waiting...it's MINE!!!
0,1957727266,Fri May 29 01:25:02 PDT 2009,NO_QUERY,Tiredofbeinsex,The stars are out. Where were you when I needed you 
0,2257964891,Sat Jun 20 15:10:33 PDT 2009,NO_QUERY,ryansc0tt,"Man, it's a horrible day to be stuck inside working. The sun wants me to go outside. "
